TestID,Scenario,SortMode,BiasFactor,BiasCap,VoxelSize,TileSize,AvgLength,Cohesion,TimeMs
2152,Boulder,Centro,0.75,0.75,0.050,128,24.85,4.7622,2
2153,Boulder,Centro,0.75,0.75,0.100,16,25.69,12.2745,9
2154,Boulder,Centro,0.75,0.75,0.100,32,25.58,15.2135,3
2155,Boulder,Centro,0.75,0.75,0.100,64,24.85,4.7622,2
2156,Boulder,Centro,0.75,0.75,0.100,128,30.10,15.9877,2
2157,Boulder,Centro,0.75,0.75,0.160,16,25.42,7.8531,6
2158,Boulder,Centro,0.75,0.75,0.160,32,25.72,16.7143,2
2159,Boulder,Centro,0.75,0.75,0.160,64,25.87,15.7125,2
2160,Boulder,Centro,0.75,0.75,0.160,128,28.63,6.4429,1
2161,Boulder,Centro,0.75,1.00,0.020,16,25.16,4.8456,462
2162,Boulder,Centro,0.75,1.00,0.020,32,25.01,6.1700,72
2163,Boulder,Centro,0.75,1.00,0.020,64,24.80,7.3176,15
2164,Boulder,Centro,0.75,1.00,0.020,128,24.07,8.4702,4
2165,Boulder,Centro,0.75,1.00,0.050,16,24.93,6.0602,45
2166,Boulder,Centro,0.75,1.00,0.050,32,24.38,6.1415,7
2167,Boulder,Centro,0.75,1.00,0.050,64,24.12,9.1181,3
2168,Boulder,Centro,0.75,1.00,0.050,128,23.26,7.8252,5
2169,Boulder,Centro,0.75,1.00,0.100,16,24.52,5.9364,7
2170,Boulder,Centro,0.75,1.00,0.100,32,24.11,9.0938,3
2171,Boulder,Centro,0.75,1.00,0.100,64,23.26,7.8252,2
2172,Boulder,Centro,0.75,1.00,0.100,128,27.97,7.1364,2
2173,Boulder,Centro,0.75,1.00,0.160,16,24.02,8.5874,3
2174,Boulder,Centro,0.75,1.00,0.160,32,23.81,9.5404,3
2175,Boulder,Centro,0.75,1.00,0.160,64,24.46,7.2692,2
2176,Boulder,Centro,0.75,1.00,0.160,128,28.29,6.6810,2
2177,Boulder,Centro,0.90,0.01,0.020,16,27.45,10.7046,149
2178,Boulder,Centro,0.90,0.01,0.020,32,27.93,13.1962,28
2179,Boulder,Centro,0.90,0.01,0.020,64,26.31,14.0000,5
2180,Boulder,Centro,0.90,0.01,0.020,128,26.38,14.7895,6
2181,Boulder,Centro,0.90,0.01,0.050,16,26.75,13.0661,14
2182,Boulder,Centro,0.90,0.01,0.050,32,25.89,10.1290,7
2183,Boulder,Centro,0.90,0.01,0.050,64,25.51,14.8068,2
2184,Boulder,Centro,0.90,0.01,0.050,128,25.23,16.0000,1
2185,Boulder,Centro,0.90,0.01,0.100,16,25.70,12.2745,3
2186,Boulder,Centro,0.90,0.01,0.100,32,25.46,14.6067,5
2187,Boulder,Centro,0.90,0.01,0.100,64,25.23,16.0000,1
2188,Boulder,Centro,0.90,0.01,0.100,128,30.10,15.9877,2
2189,Boulder,Centro,0.90,0.01,0.160,16,26.35,14.6267,3
2190,Boulder,Centro,0.90,0.01,0.160,32,25.42,16.6349,2
2191,Boulder,Centro,0.90,0.01,0.160,64,25.87,15.7125,6
2192,Boulder,Centro,0.90,0.01,0.160,128,30.28,15.9146,1
2193,Boulder,Centro,0.90,0.50,0.020,16,27.55,10.5544,152
2194,Boulder,Centro,0.90,0.50,0.020,32,27.93,13.0313,22
2195,Boulder,Centro,0.90,0.50,0.020,64,26.31,14.0000,6
2196,Boulder,Centro,0.90,0.50,0.020,128,26.31,14.8421,3
2197,Boulder,Centro,0.90,0.50,0.050,16,26.76,12.8862,20
2198,Boulder,Centro,0.90,0.50,0.050,32,25.88,10.1290,4
2199,Boulder,Centro,0.90,0.50,0.050,64,25.51,14.8068,2
2200,Boulder,Centro,0.90,0.50,0.050,128,25.22,16.0526,1
2201,Boulder,Centro,0.90,0.50,0.100,16,25.70,12.2745,3
2202,Boulder,Centro,0.90,0.50,0.100,32,25.46,14.6067,2
2203,Boulder,Centro,0.90,0.50,0.100,64,25.21,16.0526,7
2204,Boulder,Centro,0.90,0.50,0.100,128,30.10,15.9877,2
2205,Boulder,Centro,0.90,0.50,0.160,16,26.28,14.7333,3
2206,Boulder,Centro,0.90,0.50,0.160,32,25.42,16.6349,2
2207,Boulder,Centro,0.90,0.50,0.160,64,25.87,15.7125,5
2208,Boulder,Centro,0.90,0.50,0.160,128,30.28,15.9146,2
2209,Boulder,Centro,0.90,0.75,0.020,16,27.48,10.2662,357
2210,Boulder,Centro,0.90,0.75,0.020,32,26.71,8.0607,35
2211,Boulder,Centro,0.90,0.75,0.020,64,26.31,14.0000,15
2212,Boulder,Centro,0.90,0.75,0.020,128,25.46,7.6159,3
2213,Boulder,Centro,0.90,0.75,0.050,16,26.73,12.3672,25
2214,Boulder,Centro,0.90,0.75,0.050,32,25.92,9.8125,5
2215,Boulder,Centro,0.90,0.75,0.050,64,25.59,15.2614,3
2216,Boulder,Centro,0.90,0.75,0.050,128,24.85,4.7622,2
2217,Boulder,Centro,0.90,0.75,0.100,16,25.70,12.2745,5
2218,Boulder,Centro,0.90,0.75,0.100,32,25.58,15.2135,7
2219,Boulder,Centro,0.90,0.75,0.100,64,24.85,4.7622,2
2220,Boulder,Centro,0.90,0.75,0.100,128,30.10,15.9877,2
2221,Boulder,Centro,0.90,0.75,0.160,16,25.43,7.5638,3
2222,Boulder,Centro,0.90,0.75,0.160,32,25.42,16.6349,2
2223,Boulder,Centro,0.90,0.75,0.160,64,25.87,15.7125,5
2224,Boulder,Centro,0.90,0.75,0.160,128,28.63,6.4429,2
2225,Boulder,Centro,0.90,1.00,0.020,16,25.16,4.8456,464
2226,Boulder,Centro,0.90,1.00,0.020,32,25.01,6.1700,56
2227,Boulder,Centro,0.90,1.00,0.020,64,24.80,7.3176,10
2228,Boulder,Centro,0.90,1.00,0.020,128,24.07,8.4702,3
2229,Boulder,Centro,0.90,1.00,0.050,16,24.93,6.0602,37
2230,Boulder,Centro,0.90,1.00,0.050,32,24.38,6.1415,10
2231,Boulder,Centro,0.90,1.00,0.050,64,24.12,9.1181,3
2232,Boulder,Centro,0.90,1.00,0.050,128,23.26,7.8252,2
2233,Boulder,Centro,0.90,1.00,0.100,16,24.52,5.9364,7
2234,Boulder,Centro,0.90,1.00,0.100,32,24.11,9.0938,3
2235,Boulder,Centro,0.90,1.00,0.100,64,23.26,7.8252,7
2236,Boulder,Centro,0.90,1.00,0.100,128,27.97,7.1364,2
2237,Boulder,Centro,0.90,1.00,0.160,16,24.02,8.5874,3
2238,Boulder,Centro,0.90,1.00,0.160,32,23.81,9.5404,2
2239,Boulder,Centro,0.90,1.00,0.160,64,24.46,7.2692,2
2240,Boulder,Centro,0.90,1.00,0.160,128,28.29,6.6810,5
2241,Boulder,Centro,0.95,0.01,0.020,16,26.83,6.2153,347
2242,Boulder,Centro,0.95,0.01,0.020,32,27.90,12.1454,33
2243,Boulder,Centro,0.95,0.01,0.020,64,26.21,13.5158,7
2244,Boulder,Centro,0.95,0.01,0.020,128,24.07,8.4702,3
2245,Boulder,Centro,0.95,0.01,0.050,16,26.67,12.4488,31
2246,Boulder,Centro,0.95,0.01,0.050,32,26.06,10.1290,5
2247,Boulder,Centro,0.95,0.01,0.050,64,25.33,10.0156,3
2248,Boulder,Centro,0.95,0.01,0.050,128,23.26,7.8252,2
2249,Boulder,Centro,0.95,0.01,0.100,16,25.74,12.5200,9
2250,Boulder,Centro,0.95,0.01,0.100,32,25.31,9.9225,3
2251,Boulder,Centro,0.95,0.01,0.100,64,23.26,7.8252,2
2252,Boulder,Centro,0.95,0.01,0.100,128,30.10,15.9877,2
2253,Boulder,Centro,0.95,0.01,0.160,16,24.02,8.5874,3
2254,Boulder,Centro,0.95,0.01,0.160,32,25.42,16.6349,10
2255,Boulder,Centro,0.95,0.01,0.160,64,25.87,15.7125,2
2256,Boulder,Centro,0.95,0.01,0.160,128,30.28,15.9146,2
2257,Boulder,Centro,0.95,0.50,0.020,16,26.83,6.2153,385
2258,Boulder,Centro,0.95,0.50,0.020,32,27.90,12.1454,43
2259,Boulder,Centro,0.95,0.50,0.020,64,26.21,13.5158,7
2260,Boulder,Centro,0.95,0.50,0.020,128,24.07,8.4702,6
2261,Boulder,Centro,0.95,0.50,0.050,16,26.67,12.4488,24
2262,Boulder,Centro,0.95,0.50,0.050,32,26.06,10.1290,10
2263,Boulder,Centro,0.95,0.50,0.050,64,25.33,10.0156,3
2264,Boulder,Centro,0.95,0.50,0.050,128,23.26,7.8252,2
2265,Boulder,Centro,0.95,0.50,0.100,16,25.74,12.5200,5
2266,Boulder,Centro,0.95,0.50,0.100,32,25.31,9.9225,6
2267,Boulder,Centro,0.95,0.50,0.100,64,23.26,7.8252,2
2268,Boulder,Centro,0.95,0.50,0.100,128,30.10,15.9877,2
2269,Boulder,Centro,0.95,0.50,0.160,16,24.02,8.5874,3
2270,Boulder,Centro,0.95,0.50,0.160,32,25.42,16.6349,2
2271,Boulder,Centro,0.95,0.50,0.160,64,25.87,15.7125,5
2272,Boulder,Centro,0.95,0.50,0.160,128,30.28,15.9146,2
2273,Boulder,Centro,0.95,0.75,0.020,16,26.83,6.1643,405
2274,Boulder,Centro,0.95,0.75,0.020,32,26.58,7.4981,40
2275,Boulder,Centro,0.95,0.75,0.020,64,26.19,13.5158,8
2276,Boulder,Centro,0.95,0.75,0.020,128,24.07,8.4702,3
2277,Boulder,Centro,0.95,0.75,0.050,16,26.68,12.4646,26
2278,Boulder,Centro,0.95,0.75,0.050,32,26.06,10.1290,6
2279,Boulder,Centro,0.95,0.75,0.050,64,25.37,10.2031,3
2280,Boulder,Centro,0.95,0.75,0.050,128,23.26,7.8252,7
2281,Boulder,Centro,0.95,0.75,0.100,16,25.74,12.5200,5
2282,Boulder,Centro,0.95,0.75,0.100,32,25.31,9.9225,3
2283,Boulder,Centro,0.95,0.75,0.100,64,23.26,7.8252,2
2284,Boulder,Centro,0.95,0.75,0.100,128,30.10,15.9877,2
2285,Boulder,Centro,0.95,0.75,0.160,16,24.02,8.5874,3
2286,Boulder,Centro,0.95,0.75,0.160,32,25.42,16.6349,2
2287,Boulder,Centro,0.95,0.75,0.160,64,25.87,15.7125,2
2288,Boulder,Centro,0.95,0.75,0.160,128,28.63,6.4429,2
2289,Boulder,Centro,0.95,1.00,0.020,16,25.16,4.8456,471
2290,Boulder,Centro,0.95,1.00,0.020,32,25.01,6.1700,53
2291,Boulder,Centro,0.95,1.00,0.020,64,24.80,7.3176,10
2292,Boulder,Centro,0.95,1.00,0.020,128,24.07,8.4702,3
2293,Boulder,Centro,0.95,1.00,0.050,16,24.93,6.0602,44
2294,Boulder,Centro,0.95,1.00,0.050,32,24.38,6.1415,7
2295,Boulder,Centro,0.95,1.00,0.050,64,24.12,9.1181,6
2296,Boulder,Centro,0.95,1.00,0.050,128,23.26,7.8252,2
2297,Boulder,Centro,0.95,1.00,0.100,16,24.52,5.9364,7
2298,Boulder,Centro,0.95,1.00,0.100,32,24.11,9.0938,3
2299,Boulder,Centro,0.95,1.00,0.100,64,23.26,7.8252,2
2300,Boulder,Centro,0.95,1.00,0.100,128,27.97,7.1364,8
2301,Boulder,Centro,0.95,1.00,0.160,16,24.02,8.5874,3
2302,Boulder,Centro,0.95,1.00,0.160,32,23.81,9.5404,2
2303,Boulder,Centro,0.95,1.00,0.160,64,24.46,7.2692,2
2304,Boulder,Centro,0.95,1.00,0.160,128,28.29,6.6810,2
2305,Forest,Centro,0.50,0.01,0.020,16,23.56,11.0198,79
2306,Forest,Centro,0.50,0.01,0.020,32,23.31,12.0233,25
2307,Forest,Centro,0.50,0.01,0.020,64,22.49,13.5246,5
2308,Forest,Centro,0.50,0.01,0.020,128,22.21,14.4054,2
2309,Forest,Centro,0.50,0.01,0.050,16,23.36,11.9709,13
2310,Forest,Centro,0.50,0.01,0.050,32,23.46,11.8667,3
2311,Forest,Centro,0.50,0.01,0.050,64,23.80,14.2973,5
2312,Forest,Centro,0.50,0.01,0.050,128,21.98,16.6774,1
2313,Forest,Centro,0.50,0.01,0.100,16,23.65,11.9667,3
2314,Forest,Centro,0.50,0.01,0.100,32,23.24,14.4872,1
2315,Forest,Centro,0.50,0.01,0.100,64,21.97,16.6774,1
2316,Forest,Centro,0.50,0.01,0.100,128,21.57,13.5714,0
2317,Forest,Centro,0.50,0.01,0.160,16,22.16,14.4054,1
2318,Forest,Centro,0.50,0.01,0.160,32,24.99,16.2667,1
2319,Forest,Centro,0.50,0.01,0.160,64,24.23,13.0323,0
2320,Forest,Centro,0.50,0.01,0.160,128,22.64,14.1923,0
2321,Forest,Centro,0.50,0.50,0.020,16,23.56,11.0198,90
2322,Forest,Centro,0.50,0.50,0.020,32,23.31,12.0233,18
2323,Forest,Centro,0.50,0.50,0.020,64,22.49,13.5246,7
2324,Forest,Centro,0.50,0.50,0.020,128,22.21,14.4054,2
2325,Forest,Centro,0.50,0.50,0.050,16,23.30,11.9709,13
2326,Forest,Centro,0.50,0.50,0.050,32,23.48,11.8667,3
2327,Forest,Centro,0.50,0.50,0.050,64,23.80,14.2973,7
2328,Forest,Centro,0.50,0.50,0.050,128,21.98,16.6774,5
2329,Forest,Centro,0.50,0.50,0.100,16,23.69,12.2034,3
2330,Forest,Centro,0.50,0.50,0.100,32,23.24,14.4872,1
2331,Forest,Centro,0.50,0.50,0.100,64,21.97,16.6774,1
2332,Forest,Centro,0.50,0.50,0.100,128,21.57,13.5714,0
2333,Forest,Centro,0.50,0.50,0.160,16,22.16,14.4054,1
2334,Forest,Centro,0.50,0.50,0.160,32,24.99,16.2667,7
2335,Forest,Centro,0.50,0.50,0.160,64,24.23,13.0323,0
2336,Forest,Centro,0.50,0.50,0.160,128,22.64,14.1923,0
2337,Forest,Centro,0.50,0.75,0.020,16,23.56,10.9333,117
2338,Forest,Centro,0.50,0.75,0.020,32,23.25,11.4444,23
2339,Forest,Centro,0.50,0.75,0.020,64,22.48,13.0952,10
2340,Forest,Centro,0.50,0.75,0.020,128,22.18,12.8537,2
2341,Forest,Centro,0.50,0.75,0.050,16,23.39,10.9554,23
2342,Forest,Centro,0.50,0.75,0.050,32,23.40,11.4516,4
2343,Forest,Centro,0.50,0.75,0.050,64,23.63,13.4359,2
2344,Forest,Centro,0.50,0.75,0.050,128,21.88,14.1944,1
2345,Forest,Centro,0.50,0.75,0.100,16,23.41,11.4516,10
2346,Forest,Centro,0.50,0.75,0.100,32,23.07,13.6585,2
2347,Forest,Centro,0.50,0.75,0.100,64,21.87,14.1944,1
2348,Forest,Centro,0.50,0.75,0.100,128,21.57,13.5714,0
2349,Forest,Centro,0.50,0.75,0.160,16,22.14,12.8537,2
2350,Forest,Centro,0.50,0.75,0.160,32,24.99,16.2667,1
2351,Forest,Centro,0.50,0.75,0.160,64,24.23,13.0323,0
2352,Forest,Centro,0.50,0.75,0.160,128,22.64,14.1923,0
2353,Forest,Centro,0.50,1.00,0.020,16,22.03,3.2343,450
2354,Forest,Centro,0.50,1.00,0.020,32,21.50,3.5806,59
2355,Forest,Centro,0.50,1.00,0.020,64,21.61,4.5337,11
2356,Forest,Centro,0.50,1.00,0.020,128,21.72,7.3768,3
2357,Forest,Centro,0.50,1.00,0.050,16,21.94,4.4221,36
2358,Forest,Centro,0.50,1.00,0.050,32,22.30,6.6154,8
2359,Forest,Centro,0.50,1.00,0.050,64,22.88,8.5091,6
2360,Forest,Centro,0.50,1.00,0.050,128,21.26,13.5278,1
2361,Forest,Centro,0.50,1.00,0.100,16,22.29,6.6990,8
2362,Forest,Centro,0.50,1.00,0.100,32,22.50,8.1250,3
2363,Forest,Centro,0.50,1.00,0.100,64,21.25,13.5278,1
2364,Forest,Centro,0.50,1.00,0.100,128,21.22,11.5152,0
2365,Forest,Centro,0.50,1.00,0.160,16,21.69,7.3768,3
2366,Forest,Centro,0.50,1.00,0.160,32,24.06,9.6000,5
2367,Forest,Centro,0.50,1.00,0.160,64,23.77,12.1250,1
2368,Forest,Centro,0.50,1.00,0.160,128,22.33,11.9032,0
2369,Forest,Centro,0.75,0.01,0.020,16,23.56,11.0198,79
2370,Forest,Centro,0.75,0.01,0.020,32,23.31,12.0233,17
2371,Forest,Centro,0.75,0.01,0.020,64,22.49,13.5246,5
2372,Forest,Centro,0.75,0.01,0.020,128,22.21,14.4054,9
2373,Forest,Centro,0.75,0.01,0.050,16,23.36,11.9709,13
2374,Forest,Centro,0.75,0.01,0.050,32,23.46,11.8667,3
2375,Forest,Centro,0.75,0.01,0.050,64,23.80,14.2973,1
2376,Forest,Centro,0.75,0.01,0.050,128,21.98,16.6774,1
2377,Forest,Centro,0.75,0.01,0.100,16,23.65,11.9667,4
2378,Forest,Centro,0.75,0.01,0.100,32,23.24,14.4872,2
2379,Forest,Centro,0.75,0.01,0.100,64,21.97,16.6774,1
2380,Forest,Centro,0.75,0.01,0.100,128,21.57,13.5714,0
2381,Forest,Centro,0.75,0.01,0.160,16,22.16,14.4054,1
2382,Forest,Centro,0.75,0.01,0.160,32,24.99,16.2667,1
2383,Forest,Centro,0.75,0.01,0.160,64,24.23,13.0323,0
2384,Forest,Centro,0.75,0.01,0.160,128,22.64,14.1923,0
2385,Forest,Centro,0.75,0.50,0.020,16,23.56,11.0198,91
2386,Forest,Centro,0.75,0.50,0.020,32,23.31,12.0233,17
2387,Forest,Centro,0.75,0.50,0.020,64,22.49,13.5246,4
2388,Forest,Centro,0.75,0.50,0.020,128,22.21,14.4054,2
2389,Forest,Centro,0.75,0.50,0.050,16,23.30,11.9709,17
2390,Forest,Centro,0.75,0.50,0.050,32,23.48,11.8667,3
2391,Forest,Centro,0.75,0.50,0.050,64,23.80,14.2973,1
2392,Forest,Centro,0.75,0.50,0.050,128,21.98,16.6774,1
2393,Forest,Centro,0.75,0.50,0.100,16,23.69,12.2034,7
2394,Forest,Centro,0.75,0.50,0.100,32,23.24,14.4872,2
2395,Forest,Centro,0.75,0.50,0.100,64,21.97,16.6774,1
2396,Forest,Centro,0.75,0.50,0.100,128,21.57,13.5714,0
2397,Forest,Centro,0.75,0.50,0.160,16,22.16,14.4054,2
2398,Forest,Centro,0.75,0.50,0.160,32,24.99,16.2667,1
2399,Forest,Centro,0.75,0.50,0.160,64,24.23,13.0323,0
2400,Forest,Centro,0.75,0.50,0.160,128,22.64,14.1923,0
2401,Forest,Centro,0.75,0.75,0.020,16,23.56,10.9333,120
2402,Forest,Centro,0.75,0.75,0.020,32,23.25,11.4444,28
2403,Forest,Centro,0.75,0.75,0.020,64,22.48,13.0952,5
2404,Forest,Centro,0.75,0.75,0.020,128,22.18,12.8537,2
2405,Forest,Centro,0.75,0.75,0.050,16,23.39,10.9554,19
2406,Forest,Centro,0.75,0.75,0.050,32,23.40,11.4516,5
2407,Forest,Centro,0.75,0.75,0.050,64,23.63,13.4359,2
2408,Forest,Centro,0.75,0.75,0.050,128,21.88,14.1944,1
2409,Forest,Centro,0.75,0.75,0.100,16,23.41,11.4516,4
2410,Forest,Centro,0.75,0.75,0.100,32,23.07,13.6585,2
2411,Forest,Centro,0.75,0.75,0.100,64,21.87,14.1944,1
2412,Forest,Centro,0.75,0.75,0.100,128,21.57,13.5714,0
2413,Forest,Centro,0.75,0.75,0.160,16,22.14,12.8537,2
2414,Forest,Centro,0.75,0.75,0.160,32,24.99,16.2667,1
2415,Forest,Centro,0.75,0.75,0.160,64,24.23,13.0323,4
2416,Forest,Centro,0.75,0.75,0.160,128,22.64,14.1923,0
2417,Forest,Centro,0.75,1.00,0.020,16,22.03,3.2343,408
2418,Forest,Centro,0.75,1.00,0.020,32,21.50,3.5806,68
2419,Forest,Centro,0.75,1.00,0.020,64,21.61,4.5337,11
2420,Forest,Centro,0.75,1.00,0.020,128,21.72,7.3768,3
2421,Forest,Centro,0.75,1.00,0.050,16,21.94,4.4221,36
2422,Forest,Centro,0.75,1.00,0.050,32,22.30,6.6154,8
2423,Forest,Centro,0.75,1.00,0.050,64,22.88,8.5091,6
2424,Forest,Centro,0.75,1.00,0.050,128,21.26,13.5278,1
2425,Forest,Centro,0.75,1.00,0.100,16,22.29,6.6990,8
2426,Forest,Centro,0.75,1.00,0.100,32,22.50,8.1250,3
2427,Forest,Centro,0.75,1.00,0.100,64,21.25,13.5278,1
2428,Forest,Centro,0.75,1.00,0.100,128,21.22,11.5152,0
2429,Forest,Centro,0.75,1.00,0.160,16,21.69,7.3768,3
2430,Forest,Centro,0.75,1.00,0.160,32,24.06,9.6000,5
2431,Forest,Centro,0.75,1.00,0.160,64,23.77,12.1250,1
2432,Forest,Centro,0.75,1.00,0.160,128,22.33,11.9032,0
2433,Forest,Centro,0.90,0.01,0.020,16,23.56,11.0198,89
2434,Forest,Centro,0.90,0.01,0.020,32,23.31,12.0233,18
2435,Forest,Centro,0.90,0.01,0.020,64,22.49,13.5246,9
2436,Forest,Centro,0.90,0.01,0.020,128,22.21,14.4054,2
2437,Forest,Centro,0.90,0.01,0.050,16,23.20,11.8173,16
2438,Forest,Centro,0.90,0.01,0.050,32,23.46,11.8667,4
2439,Forest,Centro,0.90,0.01,0.050,64,23.78,14.2973,2
2440,Forest,Centro,0.90,0.01,0.050,128,21.98,16.6774,1
2441,Forest,Centro,0.90,0.01,0.100,16,23.65,11.9667,4
2442,Forest,Centro,0.90,0.01,0.100,32,23.22,14.4872,5
2443,Forest,Centro,0.90,0.01,0.100,64,21.97,16.6774,1
2444,Forest,Centro,0.90,0.01,0.100,128,21.57,13.5714,0
2445,Forest,Centro,0.90,0.01,0.160,16,22.16,14.4054,2
2446,Forest,Centro,0.90,0.01,0.160,32,24.99,16.2667,1
2447,Forest,Centro,0.90,0.01,0.160,64,24.23,13.0323,0
2448,Forest,Centro,0.90,0.01,0.160,128,22.64,14.1923,0
2449,Forest,Centro,0.90,0.50,0.020,16,23.56,11.0198,85
2450,Forest,Centro,0.90,0.50,0.020,32,23.31,12.0233,18
2451,Forest,Centro,0.90,0.50,0.020,64,22.49,13.5246,5
2452,Forest,Centro,0.90,0.50,0.020,128,22.21,14.4054,2
2453,Forest,Centro,0.90,0.50,0.050,16,23.22,11.8173,13
2454,Forest,Centro,0.90,0.50,0.050,32,23.48,11.8667,4
2455,Forest,Centro,0.90,0.50,0.050,64,23.78,14.2973,5
2456,Forest,Centro,0.90,0.50,0.050,128,21.98,16.6774,1
2457,Forest,Centro,0.90,0.50,0.100,16,23.69,12.2034,4
2458,Forest,Centro,0.90,0.50,0.100,32,23.22,14.4872,2
2459,Forest,Centro,0.90,0.50,0.100,64,21.97,16.6774,1
2460,Forest,Centro,0.90,0.50,0.100,128,21.57,13.5714,0
2461,Forest,Centro,0.90,0.50,0.160,16,22.16,14.4054,2
2462,Forest,Centro,0.90,0.50,0.160,32,24.99,16.2667,2
2463,Forest,Centro,0.90,0.50,0.160,64,24.23,13.0323,0
2464,Forest,Centro,0.90,0.50,0.160,128,22.64,14.1923,0
2465,Forest,Centro,0.90,0.75,0.020,16,23.56,10.9333,114
2466,Forest,Centro,0.90,0.75,0.020,32,23.27,11.6316,25
2467,Forest,Centro,0.90,0.75,0.020,64,22.49,13.5246,8
2468,Forest,Centro,0.90,0.75,0.020,128,22.25,12.9512,2
2469,Forest,Centro,0.90,0.75,0.050,16,23.28,11.2385,29
2470,Forest,Centro,0.90,0.75,0.050,32,23.40,11.4516,5
2471,Forest,Centro,0.90,0.75,0.050,64,23.66,13.4615,2
2472,Forest,Centro,0.90,0.75,0.050,128,21.88,14.1944,1
2473,Forest,Centro,0.90,0.75,0.100,16,23.48,11.4839,4
2474,Forest,Centro,0.90,0.75,0.100,32,23.10,13.6829,3
2475,Forest,Centro,0.90,0.75,0.100,64,21.87,14.1944,1
2476,Forest,Centro,0.90,0.75,0.100,128,21.57,13.5714,0
2477,Forest,Centro,0.90,0.75,0.160,16,22.21,12.9512,2
2478,Forest,Centro,0.90,0.75,0.160,32,24.99,16.2667,1
2479,Forest,Centro,0.90,0.75,0.160,64,24.23,13.0323,1
2480,Forest,Centro,0.90,0.75,0.160,128,22.64,14.1923,0
2481,Forest,Centro,0.90,1.00,0.020,16,22.03,3.2343,405
2482,Forest,Centro,0.90,1.00,0.020,32,21.50,3.5806,65
2483,Forest,Centro,0.90,1.00,0.020,64,21.61,4.5337,11
2484,Forest,Centro,0.90,1.00,0.020,128,21.72,7.3768,3
2485,Forest,Centro,0.90,1.00,0.050,16,21.94,4.4221,40
2486,Forest,Centro,0.90,1.00,0.050,32,22.30,6.6154,11
2487,Forest,Centro,0.90,1.00,0.050,64,22.88,8.5091,3
2488,Forest,Centro,0.90,1.00,0.050,128,21.26,13.5278,1
2489,Forest,Centro,0.90,1.00,0.100,16,22.29,6.6990,8
2490,Forest,Centro,0.90,1.00,0.100,32,22.50,8.1250,3
2491,Forest,Centro,0.90,1.00,0.100,64,21.25,13.5278,7
2492,Forest,Centro,0.90,1.00,0.100,128,21.22,11.5152,0
2493,Forest,Centro,0.90,1.00,0.160,16,21.69,7.3768,3
2494,Forest,Centro,0.90,1.00,0.160,32,24.06,9.6000,2
2495,Forest,Centro,0.90,1.00,0.160,64,23.77,12.1250,1
2496,Forest,Centro,0.90,1.00,0.160,128,22.33,11.9032,0
2497,Forest,Centro,0.95,0.01,0.020,16,23.07,10.0366,144
2498,Forest,Centro,0.95,0.01,0.020,32,22.54,9.7857,23
2499,Forest,Centro,0.95,0.01,0.020,64,22.17,11.3472,5
2500,Forest,Centro,0.95,0.01,0.020,128,22.21,14.4054,2
2501,Forest,Centro,0.95,0.01,0.050,16,23.40,12.2900,20
2502,Forest,Centro,0.95,0.01,0.050,32,22.61,7.2526,12
2503,Forest,Centro,0.95,0.01,0.050,64,23.71,13.7632,3
2504,Forest,Centro,0.95,0.01,0.050,128,21.65,14.2500,1
2505,Forest,Centro,0.95,0.01,0.100,16,22.55,7.3511,5
2506,Forest,Centro,0.95,0.01,0.100,32,23.15,13.9750,5
2507,Forest,Centro,0.95,0.01,0.100,64,21.64,14.2500,1
2508,Forest,Centro,0.95,0.01,0.100,128,21.57,13.5714,0
2509,Forest,Centro,0.95,0.01,0.160,16,22.16,14.4054,2
2510,Forest,Centro,0.95,0.01,0.160,32,24.06,9.6000,1
2511,Forest,Centro,0.95,0.01,0.160,64,24.27,12.1250,0
2512,Forest,Centro,0.95,0.01,0.160,128,22.64,14.1923,0
2513,Forest,Centro,0.95,0.50,0.020,16,23.07,10.0366,140
2514,Forest,Centro,0.95,0.50,0.020,32,22.54,9.7857,33
2515,Forest,Centro,0.95,0.50,0.020,64,22.17,11.3472,5
2516,Forest,Centro,0.95,0.50,0.020,128,22.21,14.4054,5
2517,Forest,Centro,0.95,0.50,0.050,16,23.40,12.2900,20
2518,Forest,Centro,0.95,0.50,0.050,32,22.61,7.2526,6
2519,Forest,Centro,0.95,0.50,0.050,64,23.71,13.7632,2
2520,Forest,Centro,0.95,0.50,0.050,128,21.65,14.2500,1
2521,Forest,Centro,0.95,0.50,0.100,16,22.55,7.3511,6
2522,Forest,Centro,0.95,0.50,0.100,32,23.15,13.9750,12
2523,Forest,Centro,0.95,0.50,0.100,64,21.64,14.2500,1
2524,Forest,Centro,0.95,0.50,0.100,128,21.57,13.5714,0
2525,Forest,Centro,0.95,0.50,0.160,16,22.16,14.4054,2
2526,Forest,Centro,0.95,0.50,0.160,32,24.06,9.6000,1
2527,Forest,Centro,0.95,0.50,0.160,64,24.27,12.1250,0
2528,Forest,Centro,0.95,0.50,0.160,128,22.64,14.1923,0
2529,Forest,Centro,0.95,0.75,0.020,16,23.07,10.0366,140
2530,Forest,Centro,0.95,0.75,0.020,32,22.54,9.7857,24
2531,Forest,Centro,0.95,0.75,0.020,64,22.17,11.3472,6
2532,Forest,Centro,0.95,0.75,0.020,128,22.21,14.4054,2
2533,Forest,Centro,0.95,0.75,0.050,16,23.37,12.2900,24
2534,Forest,Centro,0.95,0.75,0.050,32,22.61,7.2526,16
